genome_id,genome_id,source,organism,genus,species,strain,closest_placement_reference,contigs,gc_content,genome_len,bgcs_count,bgcs_on_contig_edge,protoclusters_count,cand_clusters_count
GCF_009889885.1,GCF_009889885.1,ncbi,,,,,,49,0.44338894698317977,3378607,4.0,0.0,4.0,4.0
GCF_001888255.1,GCF_001888255.1,ncbi,,,,,,74,0.4430373267948044,3301864,4.0,0.0,4.0,4.0
GCF_001633545.1,GCF_001633545.1,ncbi,,,,,,89,0.4444859235573225,3372514,4.0,2.0,4.0,4.0
GCF_003023825.1,GCF_003023825.1,ncbi,,,,,,31,0.4449191837759716,3201523,4.0,1.0,4.0,4.0
GCF_002234395.1,GCF_002234395.1,ncbi,,,,,,36,0.4439669453525003,3301926,4.0,0.0,4.0,4.0
GCF_003061765.1,GCF_003061765.1,ncbi,,,,,,40,0.44507026878668604,3206260,4.0,1.0,4.0,4.0
GCF_001633355.1,GCF_001633355.1,ncbi,,,,,,57,0.44455070365698196,3303243,4.0,0.0,4.0,4.0
GCF_001888735.1,GCF_001888735.1,ncbi,,,,,,67,0.4443475350955693,3302055,4.0,0.0,4.0,4.0
GCF_001888585.1,GCF_001888585.1,ncbi,,,,,,59,0.451373742252274,3105750,3.0,3.0,3.0,3.0
GCF_001888575.1,GCF_001888575.1,ncbi,,,,,,57,0.451375101755887,3104243,3.0,3.0,3.0,3.0
GCF_001888675.1,GCF_001888675.1,ncbi,,,,,,65,0.4513049011317537,3105446,3.0,3.0,3.0,3.0
GCF_004025165.1,GCF_004025165.1,ncbi,,,,,,78,0.44426239225050385,3306744,4.0,2.0,4.0,4.0
GCF_001639445.1,GCF_001639445.1,ncbi,,,,,,72,0.45071231844051607,3196955,3.0,2.0,3.0,3.0
GCF_009889835.1,GCF_009889835.1,ncbi,,,,,,47,0.44341328882812825,3379380,4.0,0.0,4.0,4.0
GCF_009889865.1,GCF_009889865.1,ncbi,,,,,,44,0.4432008783706531,3393556,4.0,0.0,4.0,4.0
GCF_002165715.1,GCF_002165715.1,ncbi,,,,,,68,0.4441169383112118,3311558,3.0,1.0,3.0,3.0
GCF_001888325.1,GCF_001888325.1,ncbi,,,,,,60,0.4446533023477521,3264314,4.0,0.0,4.0,4.0
GCF_001981875.1,GCF_001981875.1,ncbi,,,,,,55,0.44316626685210125,3326959,4.0,2.0,4.0,4.0
GCF_008868495.1,GCF_008868495.1,ncbi,,,,,,62,0.4441498681365516,3233269,4.0,0.0,4.0,4.0
GCF_004122965.1,GCF_004122965.1,ncbi,,,,,,72,0.44339801756144953,3376145,3.0,2.0,3.0,3.0
GCF_017580975.1,GCF_017580975.1,ncbi,,,,,,59,0.4415303713317671,3457932,5.0,2.0,5.0,5.0
GCF_001888425.1,GCF_001888425.1,ncbi,,,,,,57,0.44434187214952686,3309319,4.0,0.0,4.0,4.0
GCF_002738055.1,GCF_002738055.1,ncbi,,,,,,68,0.4447062254444292,3216429,4.0,1.0,4.0,4.0
GCF_002920935.1,GCF_002920935.1,ncbi,,,,,,83,0.4428643630010667,3292376,4.0,1.0,4.0,4.0
GCF_001888595.1,GCF_001888595.1,ncbi,,,,,,61,0.4513589139252525,3104906,3.0,3.0,3.0,3.0
GCF_020844665.1,GCF_020844665.1,ncbi,,,,,,133,0.44291581190282864,3277221,5.0,2.0,5.0,5.0
GCF_008016415.1,GCF_008016415.1,ncbi,,,,,,70,0.4437773928086478,3311088,4.0,1.0,4.0,4.0
GCF_002737935.1,GCF_002737935.1,ncbi,,,,,,77,0.4447053606992749,3216017,4.0,1.0,4.0,4.0
GCF_020552525.1,GCF_020552525.1,ncbi,,,,,,62,0.4447693841455206,3223846,4.0,0.0,4.0,4.0
GCF_019390115.1,GCF_019390115.1,ncbi,,,,,,50,0.444457252606256,3253134,4.0,1.0,4.0,4.0
GCF_019390145.1,GCF_019390145.1,ncbi,,,,,,48,0.44446141708130954,3253603,4.0,1.0,4.0,4.0
GCF_001267905.1,GCF_001267905.1,ncbi,,,,,,45,0.44503867581952944,3216480,4.0,2.0,4.0,4.0
GCF_020552635.1,GCF_020552635.1,ncbi,,,,,,63,0.44488707907549857,3225133,4.0,0.0,4.0,4.0
GCF_020552595.1,GCF_020552595.1,ncbi,,,,,,54,0.44482476413989075,3222143,4.0,0.0,4.0,4.0
GCF_020552585.1,GCF_020552585.1,ncbi,,,,,,69,0.44483676489576196,3221856,4.0,0.0,4.0,4.0
GCF_020552625.1,GCF_020552625.1,ncbi,,,,,,72,0.4450613527567954,3224142,4.0,0.0,4.0,4.0
GCF_001982305.1,GCF_001982305.1,ncbi,,,,,,61,0.44277387493831377,3371904,6.0,4.0,6.0,6.0
GCF_001888465.1,GCF_001888465.1,ncbi,,,,,,77,0.4429220711020066,3341931,4.0,2.0,4.0,4.0
GCF_020483345.1,GCF_020483345.1,ncbi,,,,,,54,0.4490499205815966,3229730,3.0,1.0,3.0,3.0
GCF_001704595.1,GCF_001704595.1,ncbi,,,,,,50,0.4431847128499895,3391816,4.0,0.0,4.0,4.0
GCF_900080205.1,GCF_900080205.1,ncbi,,,,,,41,0.4444833777568511,3287673,4.0,2.0,4.0,4.0
GCF_003344845.1,GCF_003344845.1,ncbi,,,,,,53,0.44484339569856585,3259936,4.0,1.0,4.0,4.0
GCF_013307305.1,GCF_013307305.1,ncbi,,,,,,74,0.44375076201473107,3346392,3.0,0.0,3.0,3.0
GCF_015559875.1,GCF_015559875.1,ncbi,,,,,,50,0.44448296223159556,3305832,4.0,1.0,4.0,4.0
GCF_900095055.1,GCF_900095055.1,ncbi,,,,,,112,0.4447185186067544,3274053,4.0,1.0,4.0,4.0
GCF_004368485.1,GCF_004368485.1,ncbi,,,,,,70,0.4445277878338202,3262273,3.0,1.0,3.0,3.0
GCF_001981565.1,GCF_001981565.1,ncbi,,,,,,41,0.4461557389389096,3161804,4.0,1.0,4.0,4.0
GCF_004123095.1,GCF_004123095.1,ncbi,,,,,,75,0.4440599276966892,3326542,4.0,2.0,4.0,4.0
GCF_001888565.1,GCF_001888565.1,ncbi,,,,,,70,0.4440480438703429,3312306,4.0,2.0,4.0,4.0
GCF_020916405.1,GCF_020916405.1,ncbi,,,,,,91,0.44336480056926014,3347503,4.0,1.0,4.0,4.0
GCF_002165725.1,GCF_002165725.1,ncbi,,,,,,58,0.4449348674674385,3168693,4.0,2.0,4.0,4.0
GCF_001888505.1,GCF_001888505.1,ncbi,,,,,,101,0.44347145931380516,3335554,5.0,2.0,5.0,5.0
GCF_004118615.1,GCF_004118615.1,ncbi,,,,,,87,0.44265659033768867,3392770,4.0,0.0,4.0,4.0
GCF_003347445.1,GCF_003347445.1,ncbi,,,,,,119,0.44232876704364765,3440138,4.0,1.0,4.0,4.0
GCF_003990985.1,GCF_003990985.1,ncbi,,,,,,67,0.44285040302984796,3382876,4.0,0.0,4.0,4.0
GCF_902825385.1,GCF_902825385.1,ncbi,,,,,,57,0.4448863180866018,3268154,4.0,1.0,4.0,4.0
GCF_001619295.1,GCF_001619295.1,ncbi,,,,,,76,0.44356573903019286,3332807,4.0,2.0,4.0,4.0
GCF_003346175.1,GCF_003346175.1,ncbi,,,,,,31,0.4454438228741639,3119161,4.0,0.0,4.0,4.0
GCF_001888265.1,GCF_001888265.1,ncbi,,,,,,92,0.44057796715002406,3492240,6.0,3.0,7.0,8.0
GCF_002532115.1,GCF_002532115.1,ncbi,,,,,,58,0.44413649448322234,3343256,4.0,1.0,4.0,4.0
GCF_001633565.1,GCF_001633565.1,ncbi,,,,,,78,0.4443426726957961,3248009,4.0,3.0,4.0,4.0
GCF_003470765.1,GCF_003470765.1,ncbi,,,,,,74,0.44282053270915744,3287535,4.0,1.0,4.0,4.0
GCF_020552095.1,GCF_020552095.1,ncbi,,,,,,69,0.44521725570540266,3244863,3.0,0.0,3.0,3.0
GCF_020844685.1,GCF_020844685.1,ncbi,,,,,,156,0.4440435642864166,3224017,3.0,0.0,3.0,3.0
GCF_003061725.1,GCF_003061725.1,ncbi,,,,,,71,0.44503855296103406,3215836,4.0,0.0,4.0,4.0
GCF_009807195.1,GCF_009807195.1,ncbi,,,,,,101,0.44263787793973597,3392439,4.0,2.0,4.0,4.0
GCF_009807205.1,GCF_009807205.1,ncbi,,,,,,96,0.4435637848252552,3332603,4.0,2.0,4.0,4.0
GCF_001633575.1,GCF_001633575.1,ncbi,,,,,,110,0.44288980870343436,3352125,4.0,1.0,4.0,4.0
GCF_000743895.1,GCF_000743895.1,ncbi,,,,,,83,0.44543518660826553,3194687,4.0,0.0,4.0,4.0
GCF_001633285.1,GCF_001633285.1,ncbi,,,,,,83,0.44543518660826553,3194687,4.0,0.0,4.0,4.0
GCF_001888245.1,GCF_001888245.1,ncbi,,,,,,77,0.4440381858895478,3313161,4.0,2.0,4.0,4.0
GCF_017963525.1,GCF_017963525.1,ncbi,,,,,,129,0.4415828556696879,3401801,4.0,2.0,4.0,4.0
GCF_900078525.1,GCF_900078525.1,ncbi,,,,,,66,0.4439166733128489,3285094,4.0,2.0,4.0,4.0
GCF_009807215.1,GCF_009807215.1,ncbi,,,,,,104,0.44264555768438074,3391542,4.0,2.0,4.0,4.0
GCF_004000705.1,GCF_004000705.1,ncbi,,,,,,82,0.4444509320347934,3305456,4.0,3.0,4.0,4.0
GCF_015694325.1,GCF_015694325.1,ncbi,,,,,,139,0.44187721519167594,3511265,4.0,1.0,4.0,4.0
GCF_901830435.1,GCF_901830435.1,ncbi,,,,,,158,0.44207520616960794,3552900,4.0,2.0,4.0,4.0
GCF_020552065.1,GCF_020552065.1,ncbi,,,,,,81,0.44518347676717,3244934,3.0,0.0,3.0,3.0
GCF_017592585.1,GCF_017592585.1,ncbi,,,,,,84,0.44847666779490986,2942628,4.0,2.0,4.0,4.0
GCF_001273585.1,GCF_001273585.1,ncbi,,,,,,101,0.4498940954301897,3204772,3.0,1.0,3.0,3.0
GCF_018993285.1,GCF_018993285.1,ncbi,,,,,,166,0.44256993928000216,3378788,3.0,1.0,3.0,3.0
GCF_001619265.1,GCF_001619265.1,ncbi,,,,,,57,0.4452912239133733,3183959,4.0,2.0,4.0,4.0
GCF_001888345.1,GCF_001888345.1,ncbi,,,,,,51,0.4441316892365381,3236468,6.0,2.0,7.0,8.0
GCF_018403705.1,GCF_018403705.1,ncbi,,,,,,65,0.44601318652051547,3184009,3.0,1.0,3.0,3.0
GCF_001982125.1,GCF_001982125.1,ncbi,,,,,,71,0.44223859139635746,3473738,4.0,0.0,4.0,4.0
GCF_003347455.1,GCF_003347455.1,ncbi,,,,,,89,0.4443358746234208,3261598,4.0,1.0,4.0,4.0
GCF_002737825.1,GCF_002737825.1,ncbi,,,,,,80,0.4447016021324477,3218086,4.0,1.0,4.0,4.0
GCF_017581065.1,GCF_017581065.1,ncbi,,,,,,69,0.4433714015130553,3343037,4.0,1.0,4.0,4.0
GCF_020552215.1,GCF_020552215.1,ncbi,,,,,,83,0.4451837663882346,3245316,3.0,0.0,3.0,3.0
GCF_020552435.1,GCF_020552435.1,ncbi,,,,,,79,0.44520331969392235,3244275,3.0,0.0,3.0,3.0
GCF_001888645.1,GCF_001888645.1,ncbi,,,,,,99,0.45061665633950343,3127674,3.0,3.0,3.0,3.0
GCF_900695425.1,GCF_900695425.1,ncbi,,,,,,118,0.4431915472901291,3301947,3.0,2.0,3.0,3.0
GCF_900700275.1,GCF_900700275.1,ncbi,,,,,,120,0.44316866682905487,3300732,3.0,2.0,3.0,3.0
GCF_020552325.1,GCF_020552325.1,ncbi,,,,,,73,0.44513320523369143,3243829,3.0,0.0,3.0,3.0
GCF_900289155.1,GCF_900289155.1,ncbi,,,,,,136,0.44328241214522157,3290117,3.0,2.0,3.0,3.0
GCF_001982405.1,GCF_001982405.1,ncbi,,,,,,61,0.4451151358784341,3232485,4.0,0.0,4.0,4.0
GCF_002532125.1,GCF_002532125.1,ncbi,,,,,,98,0.4447036745872746,3272939,4.0,2.0,4.0,4.0
GCF_008016845.1,GCF_008016845.1,ncbi,,,,,,116,0.445533257729839,3180629,4.0,2.0,4.0,4.0
GCF_008016855.1,GCF_008016855.1,ncbi,,,,,,136,0.445108055303535,3210717,4.0,2.0,4.0,4.0
GCF_011040375.1,GCF_011040375.1,ncbi,,,,,,97,0.4437130371868847,3333756,5.0,4.0,5.0,5.0
GCF_018991195.1,GCF_018991195.1,ncbi,,,,,,137,0.4421896080828456,3379107,3.0,3.0,3.0,3.0
GCF_002165655.1,GCF_002165655.1,ncbi,,,,,,92,0.4448430428104123,3165258,4.0,2.0,4.0,4.0
GCF_001982345.1,GCF_001982345.1,ncbi,,,,,,52,0.44665934609244745,3102671,4.0,1.0,4.0,4.0
GCF_009295775.1,GCF_009295775.1,ncbi,,,,,,48,0.44887407450155803,3222993,3.0,2.0,3.0,3.0
GCF_001888405.1,GCF_001888405.1,ncbi,,,,,,65,0.44409197210693147,3236503,6.0,3.0,7.0,8.0
GCF_013808505.1,GCF_013808505.1,ncbi,,,,,,96,0.4440072309670148,3186849,4.0,4.0,4.0,4.0
GCF_013808525.1,GCF_013808525.1,ncbi,,,,,,95,0.44402267037373233,3187067,4.0,4.0,4.0,4.0
GCF_019390095.1,GCF_019390095.1,ncbi,,,,,,65,0.4445642477004953,3250700,4.0,1.0,4.0,4.0
GCF_001619275.1,GCF_001619275.1,ncbi,,,,,,85,0.44329092350787835,3276442,4.0,1.0,4.0,4.0
GCF_008016925.1,GCF_008016925.1,ncbi,,,,,,128,0.4453971322821377,3190272,4.0,2.0,4.0,4.0
GCF_019599425.1,GCF_019599425.1,ncbi,,,,,,81,0.44368599597091474,3144138,3.0,0.0,3.0,3.0
GCF_001633495.1,GCF_001633495.1,ncbi,,,,,,90,0.4443763203857301,3169055,4.0,0.0,4.0,4.0
GCF_001639485.1,GCF_001639485.1,ncbi,,,,,,96,0.4450360727801526,3243027,4.0,1.0,4.0,4.0
GCF_001982335.1,GCF_001982335.1,ncbi,,,,,,66,0.44383437853747226,3324231,4.0,1.0,4.0,4.0
GCF_020552405.1,GCF_020552405.1,ncbi,,,,,,84,0.4452073329347149,3244540,3.0,0.0,3.0,3.0
GCF_001368775.1,GCF_001368775.1,ncbi,,,,,,67,0.44363804832154075,3224773,4.0,2.0,4.0,4.0
GCF_004123035.1,GCF_004123035.1,ncbi,,,,,,93,0.44529759931814955,3167850,4.0,2.0,4.0,4.0
GCF_001982005.1,GCF_001982005.1,ncbi,,,,,,60,0.44320096675108084,3323296,4.0,0.0,4.0,4.0
GCF_003346105.1,GCF_003346105.1,ncbi,,,,,,124,0.44381411956883776,3200466,4.0,3.0,4.0,4.0
GCF_001982285.1,GCF_001982285.1,ncbi,,,,,,78,0.44336229818179196,3328057,4.0,2.0,4.0,4.0
GCF_020552425.1,GCF_020552425.1,ncbi,,,,,,88,0.44529536505582346,3247202,3.0,0.0,3.0,3.0
GCF_018991855.1,GCF_018991855.1,ncbi,,,,,,185,0.442313581119104,3360349,3.0,3.0,3.0,3.0
GCF_001981665.1,GCF_001981665.1,ncbi,,,,,,56,0.44546867435784543,3102602,4.0,2.0,4.0,4.0
GCF_002750575.1,GCF_002750575.1,ncbi,,,,,,72,0.44375598761944535,3256720,4.0,2.0,4.0,4.0
GCF_020552235.1,GCF_020552235.1,ncbi,,,,,,86,0.4451368496835482,3244728,3.0,0.0,3.0,3.0
GCF_020552445.1,GCF_020552445.1,ncbi,,,,,,87,0.44522694238544214,3243885,3.0,0.0,3.0,3.0
GCF_020552075.1,GCF_020552075.1,ncbi,,,,,,91,0.4451868205286556,3244986,3.0,0.0,3.0,3.0
GCF_020552285.1,GCF_020552285.1,ncbi,,,,,,93,0.44518352361772323,3245931,3.0,0.0,3.0,3.0
GCF_001982115.1,GCF_001982115.1,ncbi,,,,,,76,0.44196707555203063,3389214,3.0,2.0,3.0,3.0
GCF_003709415.1,GCF_003709415.1,ncbi,,,,,,77,0.4438312949373657,3372750,4.0,2.0,4.0,4.0
GCF_001981655.1,GCF_001981655.1,ncbi,,,,,,58,0.4454089912096679,3098404,4.0,2.0,4.0,4.0
GCF_013808535.1,GCF_013808535.1,ncbi,,,,,,90,0.4449279964907877,3155124,4.0,4.0,4.0,4.0
GCF_004300945.1,GCF_004300945.1,ncbi,,,,,,105,0.4461909805017185,3078220,4.0,2.0,4.0,4.0
GCF_018138285.1,GCF_018138285.1,ncbi,,,,,,133,0.4459185771381191,3098319,4.0,2.0,4.0,4.0
GCF_004300935.1,GCF_004300935.1,ncbi,,,,,,107,0.446122621504037,3077943,4.0,3.0,4.0,4.0
GCF_004301205.1,GCF_004301205.1,ncbi,,,,,,108,0.44619357680909305,3078034,4.0,2.0,4.0,4.0
GCF_004301035.1,GCF_004301035.1,ncbi,,,,,,105,0.4460921699189017,3078857,4.0,3.0,4.0,4.0
GCF_002750695.1,GCF_002750695.1,ncbi,,,,,,69,0.4444087967661424,3207315,4.0,3.0,4.0,4.0
GCF_004300925.1,GCF_004300925.1,ncbi,,,,,,106,0.4460393440557774,3079957,4.0,2.0,4.0,4.0
GCF_019038995.1,GCF_019038995.1,ncbi,,,,,,153,0.4432919268538545,3311398,3.0,2.0,3.0,3.0
GCF_001981985.1,GCF_001981985.1,ncbi,,,,,,90,0.4461786684397203,3084697,3.0,1.0,3.0,3.0
GCF_017963505.1,GCF_017963505.1,ncbi,,,,,,135,0.4428926891320102,3310373,5.0,3.0,6.0,6.0
GCF_001981865.1,GCF_001981865.1,ncbi,,,,,,82,0.44463429576176117,3142225,4.0,2.0,4.0,4.0
GCF_001754005.1,GCF_001754005.1,ncbi,,,,,,102,0.4467560496483625,3080303,4.0,2.0,4.0,4.0
GCF_005864275.1,GCF_005864275.1,ncbi,,,,,,100,0.4442457830718183,3254561,4.0,2.0,4.0,4.0
GCF_002749875.1,GCF_002749875.1,ncbi,,,,,,74,0.4433145291449883,3325323,4.0,1.0,4.0,4.0
GCF_003346085.1,GCF_003346085.1,ncbi,,,,,,97,0.44950084182283045,3133676,3.0,1.0,3.0,3.0
GCF_017580955.1,GCF_017580955.1,ncbi,,,,,,132,0.4410948954345488,3513541,6.0,5.0,6.0,6.0
GCF_001633805.1,GCF_001633805.1,ncbi,,,,,,87,0.4456400667846462,2997695,3.0,2.0,3.0,3.0
GCF_001981785.1,GCF_001981785.1,ncbi,,,,,,72,0.44317919376251286,3321081,4.0,2.0,4.0,4.0
GCF_015556355.1,GCF_015556355.1,ncbi,,,,,,109,0.44293509796679104,3300251,4.0,3.0,4.0,4.0
GCF_001982265.1,GCF_001982265.1,ncbi,,,,,,94,0.4435468256202789,3320885,5.0,2.0,6.0,7.0
GCF_001981585.1,GCF_001981585.1,ncbi,,,,,,94,0.4448131102124011,3185059,4.0,2.0,4.0,4.0
GCF_004300965.1,GCF_004300965.1,ncbi,,,,,,107,0.4461112390263102,3079297,4.0,3.0,4.0,4.0
GCF_003046075.1,GCF_003046075.1,ncbi,,,,,,87,0.44321913591576884,3323426,4.0,1.0,4.0,4.0
GCF_004300955.1,GCF_004300955.1,ncbi,,,,,,109,0.4461454144266353,3079942,4.0,3.0,4.0,4.0
GCF_001982385.1,GCF_001982385.1,ncbi,,,,,,71,0.44420535284223317,3282331,3.0,0.0,3.0,3.0
GCF_019311695.1,GCF_019311695.1,ncbi,,,,,,140,0.44285492919752034,3362241,3.0,2.0,3.0,3.0
GCF_001633685.1,GCF_001633685.1,ncbi,,,,,,154,0.44374889247784727,3267429,4.0,3.0,4.0,4.0
GCF_020552185.1,GCF_020552185.1,ncbi,,,,,,149,0.4420131310125262,3437511,4.0,2.0,4.0,4.0
GCF_015547405.1,GCF_015547405.1,ncbi,,,,,,114,0.44445548844360033,3249628,4.0,1.0,4.0,4.0
GCF_018395655.2,GCF_018395655.2,ncbi,,,,,,122,0.4419418925129706,3392093,4.0,1.0,4.0,4.0
GCF_001639425.1,GCF_001639425.1,ncbi,,,,,,100,0.4454300989327576,3034081,3.0,2.0,3.0,3.0
GCF_020552045.1,GCF_020552045.1,ncbi,,,,,,159,0.44158928369239786,3453279,4.0,2.0,4.0,4.0
GCF_002407395.1,GCF_002407395.1,ncbi,,,,,,84,0.4445318688763401,3182431,3.0,1.0,3.0,3.0
GCF_018257155.1,GCF_018257155.1,ncbi,,,,,,128,0.43822011447461257,3590141,4.0,1.0,4.0,4.0
GCF_001639525.1,GCF_001639525.1,ncbi,,,,,,142,0.4442478294373862,3131331,4.0,4.0,4.0,4.0
GCF_001639505.1,GCF_001639505.1,ncbi,,,,,,145,0.4440119898956428,3156658,4.0,4.0,4.0,4.0
GCF_001981595.1,GCF_001981595.1,ncbi,,,,,,101,0.4443712533359351,3218363,4.0,3.0,4.0,4.0
GCF_001982035.1,GCF_001982035.1,ncbi,,,,,,85,0.44330322022856816,3312622,4.0,3.0,4.0,4.0
GCF_001662895.1,GCF_001662895.1,ncbi,,,,,,101,0.44332613353862144,3263056,5.0,4.0,5.0,5.0
GCF_001888415.1,GCF_001888415.1,ncbi,,,,,,92,0.44409893927405797,3235520,6.0,2.0,7.0,8.0
GCF_003346075.1,GCF_003346075.1,ncbi,,,,,,188,0.4457768545757363,3108986,3.0,2.0,3.0,3.0
GCF_004301025.1,GCF_004301025.1,ncbi,,,,,,128,0.4459343858758351,3111830,4.0,3.0,4.0,4.0
GCF_006494465.1,GCF_006494465.1,ncbi,,,,,,110,0.4440593060578493,3087779,4.0,4.0,4.0,4.0
GCF_001633485.1,GCF_001633485.1,ncbi,,,,,,124,0.4447549415858078,3150861,4.0,0.0,4.0,4.0
GCF_001469145.1,GCF_001469145.1,ncbi,,,,,,115,0.44458103350229844,3262015,3.0,3.0,3.0,3.0
GCF_018138175.1,GCF_018138175.1,ncbi,,,,,,121,0.44557557149214566,3127952,4.0,3.0,4.0,4.0
GCF_004301075.1,GCF_004301075.1,ncbi,,,,,,157,0.4456109296238635,3122962,4.0,2.0,4.0,4.0
GCF_001660645.1,GCF_001660645.1,ncbi,,,,,,166,0.43597534844494196,3278495,7.0,7.0,7.0,7.0
GCF_001649985.1,GCF_001649985.1,ncbi,,,,,,134,0.4490682049845533,2995133,4.0,2.0,4.0,4.0
GCF_001982325.1,GCF_001982325.1,ncbi,,,,,,100,0.443416753740669,3320930,4.0,2.0,4.0,4.0
GCF_003258615.1,GCF_003258615.1,ncbi,,,,,,138,0.4432273515936577,3306513,4.0,3.0,4.0,4.0
GCF_009935675.1,GCF_009935675.1,ncbi,,,,,,138,0.4432273515936577,3306513,4.0,3.0,4.0,4.0
GCF_001981575.1,GCF_001981575.1,ncbi,,,,,,101,0.44342124100379016,3296944,5.0,3.0,5.0,5.0
GCF_001982165.1,GCF_001982165.1,ncbi,,,,,,126,0.44099724574964333,3534174,4.0,2.0,4.0,4.0
GCF_000956195.1,GCF_000956195.1,ncbi,,,,,,178,0.44374901539231404,3237330,4.0,2.0,4.0,4.0
GCF_017580925.1,GCF_017580925.1,ncbi,,,,,,148,0.44549463068841116,3175733,4.0,3.0,6.0,6.0
GCF_018138165.1,GCF_018138165.1,ncbi,,,,,,113,0.44562078029401503,3126847,4.0,2.0,4.0,4.0
GCF_004301055.1,GCF_004301055.1,ncbi,,,,,,145,0.4459253340264975,3116145,4.0,3.0,4.0,4.0
GCF_001982205.1,GCF_001982205.1,ncbi,,,,,,105,0.44154435573008477,3333921,4.0,0.0,4.0,4.0
GCF_003545985.1,GCF_003545985.1,ncbi,,,,,,122,0.4450832906585159,3243521,4.0,2.0,4.0,4.0
GCF_001639455.1,GCF_001639455.1,ncbi,,,,,,189,0.448973293138852,3204420,3.0,2.0,3.0,3.0
GCF_004102845.1,GCF_004102845.1,ncbi,,,,,,158,0.4411603066052354,3388070,4.0,4.0,4.0,4.0
GCF_004212195.1,GCF_004212195.1,ncbi,,,,,,158,0.4411603066052354,3388070,4.0,4.0,4.0,4.0
GCF_001981955.1,GCF_001981955.1,ncbi,,,,,,123,0.4461832335512477,3073531,3.0,1.0,3.0,3.0
GCF_900290125.1,GCF_900290125.1,ncbi,,,,,,152,0.44275857075278763,3342151,4.0,3.0,4.0,4.0
GCF_900290085.1,GCF_900290085.1,ncbi,,,,,,161,0.4433463442578979,3295692,4.0,3.0,4.0,4.0
GCF_900290135.1,GCF_900290135.1,ncbi,,,,,,136,0.44407017794453196,3248428,4.0,3.0,4.0,4.0
GCF_001982195.1,GCF_001982195.1,ncbi,,,,,,110,0.44237961602011433,3375906,4.0,1.0,4.0,4.0
GCF_004301145.1,GCF_004301145.1,ncbi,,,,,,141,0.4456009941402828,3082060,4.0,3.0,4.0,4.0
GCF_004301305.1,GCF_004301305.1,ncbi,,,,,,143,0.44118996608563904,3175351,4.0,3.0,4.0,4.0
GCF_018138205.1,GCF_018138205.1,ncbi,,,,,,143,0.4450885973313128,3125207,4.0,2.0,4.0,4.0
GCF_004301595.1,GCF_004301595.1,ncbi,,,,,,120,0.4430963458331006,3132725,4.0,3.0,4.0,4.0
GCF_004302495.1,GCF_004302495.1,ncbi,,,,,,115,0.443891442513484,3103867,4.0,3.0,4.0,4.0
GCF_004301325.1,GCF_004301325.1,ncbi,,,,,,137,0.4414859065238172,3172851,4.0,3.0,4.0,4.0
GCF_004301345.1,GCF_004301345.1,ncbi,,,,,,152,0.44115356456166527,3171526,4.0,3.0,4.0,4.0
GCF_004301225.1,GCF_004301225.1,ncbi,,,,,,152,0.44152987731491694,3173980,4.0,3.0,4.0,4.0
GCF_004301545.1,GCF_004301545.1,ncbi,,,,,,114,0.4428861380560869,3133031,4.0,3.0,4.0,4.0
GCF_004302725.1,GCF_004302725.1,ncbi,,,,,,123,0.44295017231613704,3132034,4.0,3.0,4.0,4.0
GCF_004301245.1,GCF_004301245.1,ncbi,,,,,,132,0.4418681138489288,3171220,4.0,3.0,4.0,4.0
GCF_018138185.1,GCF_018138185.1,ncbi,,,,,,147,0.44471994965387035,3098550,3.0,2.0,3.0,3.0
GCF_018138265.1,GCF_018138265.1,ncbi,,,,,,153,0.44431721800844576,3129154,3.0,2.0,3.0,3.0
GCF_004301565.1,GCF_004301565.1,ncbi,,,,,,137,0.44156295045261856,3168341,4.0,3.0,4.0,4.0
GCF_004302295.1,GCF_004302295.1,ncbi,,,,,,131,0.4405012109167335,3148854,4.0,3.0,4.0,4.0
GCF_004301425.1,GCF_004301425.1,ncbi,,,,,,143,0.4411117908799813,3172647,4.0,3.0,4.0,4.0
GCF_004301435.1,GCF_004301435.1,ncbi,,,,,,155,0.44125342504838655,3171853,4.0,3.0,4.0,4.0
GCF_004301445.1,GCF_004301445.1,ncbi,,,,,,144,0.44106259353011856,3173443,4.0,3.0,4.0,4.0
GCF_004301695.1,GCF_004301695.1,ncbi,,,,,,141,0.44092054565099437,3171771,4.0,3.0,4.0,4.0
GCF_004301705.1,GCF_004301705.1,ncbi,,,,,,125,0.4418925104358181,3137272,4.0,3.0,4.0,4.0
GCF_004301725.1,GCF_004301725.1,ncbi,,,,,,136,0.4413306490414573,3169551,4.0,3.0,4.0,4.0
GCF_004302285.1,GCF_004302285.1,ncbi,,,,,,146,0.4404029313945151,3176918,4.0,3.0,4.0,4.0
GCF_004302405.1,GCF_004302405.1,ncbi,,,,,,143,0.44107513755440064,3171836,4.0,3.0,4.0,4.0
GCF_004302715.1,GCF_004302715.1,ncbi,,,,,,133,0.4419364953120937,3138288,4.0,3.0,4.0,4.0
GCF_004302745.1,GCF_004302745.1,ncbi,,,,,,126,0.4426831918802877,3133313,4.0,3.0,4.0,4.0
GCF_004302695.1,GCF_004302695.1,ncbi,,,,,,134,0.4416092652813863,3138426,4.0,3.0,4.0,4.0
GCF_004301815.1,GCF_004301815.1,ncbi,,,,,,143,0.4411334253919669,3169719,4.0,3.0,4.0,4.0
GCF_004301585.1,GCF_004301585.1,ncbi,,,,,,135,0.4415566244816358,3166210,4.0,3.0,4.0,4.0
