File,#Seq,Total bp,Avg,N50,N75,N90,auN,Min,Max
GCF_002220815.1,1,3040388,3040388.0,3040388,3040388,3040388,3040388.000,3040388,3040388
GCF_012109355.1,5,3253666,650733.2,3037092,3037092,3037092,2838728.669,44357,3037092
GCF_003597635.1,4,3175098,793774.5,3034884,3034884,3034884,2903024.354,38954,3034884
GCF_017576965.1,7,3274275,467753.6,3025306,3025306,3025306,2799148.903,11055,3025306
GCF_003611015.1,6,3216285,536047.5,3015495,3015495,3015495,2830261.246,16940,3015495
GCF_004328745.1,6,3217131,536188.5,3015457,3015457,3015457,2829474.607,16940,3015457
GCF_009913795.1,3,3097002,1032334.0,2997094,2997094,2997094,2902043.302,44010,2997094
GCF_004028295.1,6,3249304,541550.7,2991907,2991907,2991907,2759477.783,23009,2991907
GCF_004028315.1,7,3273679,467668.4,2991504,2991504,2991504,2738382.342,23009,2991504
GCF_001581895.1,1,2952218,2952218.0,2952218,2952218,2952218,2952218.000,2952218,2952218
GCF_003999605.1,5,2981934,596386.8,2952198,2952198,2952198,2922862.961,2411,2952198
GCF_021279005.1,1,3234371,3234371.0,3234371,3234371,3234371,3234371.000,3234371,3234371
GCF_003045665.1,1,3153897,3153897.0,3153897,3153897,3153897,3153897.000,3153897,3153897
GCF_003045725.1,1,3056826,3056826.0,3056826,3056826,3056826,3056826.000,3056826,3056826
GCF_003045645.1,1,3022969,3022969.0,3022969,3022969,3022969,3022969.000,3022969,3022969
GCF_003045705.1,1,3092801,3092801.0,3092801,3092801,3092801,3092801.000,3092801,3092801
GCF_015689055.1,1,3308748,3308748.0,3308748,3308748,3308748,3308748.000,3308748,3308748
GCF_001436855.1,90,3439800,38220.0,263553,110636,52790,249599.349,202,448089
GCF_001720285.1,3,3455529,1151843.0,3388033,3388033,3388033,3322693.186,16181,3388033
GCF_020131335.1,15,3575075,238338.3,3333671,3333671,3333671,3110840.073,1088,3333671
GCF_003577505.1,6,3452333,575388.8,3280506,3280506,3280506,3119476.526,15083,3280506
GCF_019879165.1,5,3434822,686964.4,3269650,3269650,3269650,3114436.215,35544,3269650
GCF_902386645.1,4,3412302,853075.5,3268766,3268766,3268766,3133287.981,43920,3268766
GCF_004078535.1,5,3418022,683604.4,3181528,3181528,3181528,2965508.918,53553,3181528
GCF_004078645.1,7,3439060,491294.3,3175757,3175757,3175757,2936662.558,20499,3175757
GCF_009756965.1,8,3528017,441002.1,3163333,3163333,78042,2843059.921,1335,3163333
GCF_004055415.1,5,3509470,701894.0,3127502,3127502,123642,2797894.879,71474,3127502
GCF_019308385.1,5,3209913,641982.6,3119957,3119957,3119957,3033266.981,9984,3119957
GCF_004055435.1,4,3266619,816654.8,3104820,3104820,3104820,2954137.371,25403,3104820
GCF_004054305.1,7,3432486,490355.1,3104408,3104408,3104408,2814854.283,7449,3104408
GCF_017581025.1,3,3157988,1052662.7,3070726,3070726,3070726,2987084.159,41347,3070726
GCF_017581045.1,8,3366370,420796.2,3066287,3066287,3066287,2797960.039,13146,3066287
GCF_020400695.1,6,3082805,513800.8,3029606,3029606,3029606,2977805.199,1179,3029606
GCF_001005805.1,11,3325806,302346.0,2312345,886453,886453,1844917.926,1670,2312345
GCF_001308305.1,2,3231771,1615885.5,1956412,1275359,1275359,1687646.957,1275359,1956412
GCF_000687495.1,48,3442875,71726.6,1891636,196459,49105,1112741.729,2905,1891636
GCF_900618215.1,14,3271526,233680.4,1718529,1232624,1232624,1380086.929,1911,1718529
GCF_001444495.1,14,3228096,230578.3,857574,172696,126754,629637.509,22273,1048781
GCF_002914965.1,19,3200023,168422.3,794322,150553,80477,500976.908,5705,835832
GCF_000764285.1,4,3313644,828411.0,3257132,3257132,3257132,3202451.315,530,3257132
GCF_009914805.1,14,3268876,233491.1,499948,307393,100003,477055.940,3103,694118
GCF_013753885.1,17,3109162,182891.9,483206,348961,282322,485388.039,1785,752492
GCF_009863935.1,7,3223024,460432.0,1560886,1560886,1560886,1550381.213,766,1599164
GCF_001633765.1,45,3324851,73885.6,465545,252664,161047,474276.936,207,805833
GCF_003325775.1,28,3370224,120365.1,449362,244275,94126,420031.771,2044,726176
GCF_001888745.1,22,3211236,145965.3,442305,294156,226208,412425.303,229,566163
GCF_001633385.1,30,3179430,105981.0,419200,253082,92815,354741.124,207,528517
GCF_001633645.1,37,3223049,87109.4,416669,243790,74669,357488.428,236,544354
GCF_002370965.1,28,3212397,114728.5,392546,253112,92855,349793.188,524,528924
GCF_012932405.1,133,3462353,26032.7,388992,152099,53378,306826.434,217,521205
GCF_003053025.1,27,3113711,115322.6,386917,282622,249616,433220.602,215,750619
GCF_001010175.1,18,3330093,185005.2,386336,225160,76053,351481.699,1792,588024
GCF_018993325.1,66,3477739,52693.0,370452,203985,49508,336063.135,302,601769
GCF_011009755.1,57,3308829,58049.6,370047,168216,59350,334946.730,211,547817
GCF_001888655.1,34,3198627,94077.3,368952,169005,71448,338666.053,229,631275
GCF_021199095.1,36,3179881,88330.0,367100,253113,92836,345500.270,239,528392
GCF_019890755.1,31,3231489,104241.6,366425,246541,51757,338033.890,359,528317
GCF_006364975.1,21,3202912,152519.6,366015,157226,126861,400761.914,1764,693340
GCF_001633505.1,62,3246095,52356.4,358813,247362,92816,319667.667,207,528518
GCF_001633595.1,31,3232079,104260.6,358813,197568,80710,313249.113,207,528508
GCF_004102885.1,72,3332801,46288.9,350038,231119,74214,321273.577,316,559683
GCF_001633725.1,52,3296082,63386.2,349001,146232,76998,340881.583,221,557013
GCF_001639585.1,33,3219981,97575.2,349001,146294,80760,348515.436,228,557043
GCF_004354995.1,20,3327225,166361.2,380627,249871,207592,389720.746,563,564171
GCF_016029535.1,45,3161186,70248.6,345348,147682,78937,344707.452,237,611865
GCF_013377705.1,19,3285934,172943.9,410697,226211,132603,387916.367,1055,628474
GCF_019641415.1,17,3236717,190395.1,337430,218774,165758,370436.785,1371,625466
GCF_018257075.1,44,3428361,77917.3,330600,102910,61947,294959.260,516,558451
GCF_009889995.1,57,3351094,58791.1,328511,152596,51824,324956.955,518,683012
GCF_001540965.1,25,3240520,129620.8,327607,175263,67307,396183.210,515,715070
GCF_001704645.1,24,3218028,134084.5,315451,178504,106368,318109.200,548,556877
GCF_003053185.1,32,3112570,97267.8,314918,249571,191687,340754.995,215,611319
GCF_003061805.1,25,3208332,128333.3,308930,179890,95236,453555.031,255,836530
GCF_001742965.1,25,3165622,126624.9,321914,140880,69840,414163.802,530,803927
GCF_900695365.1,58,3342549,57630.2,301221,137878,37881,264024.796,546,434429
GCF_900695295.1,63,3343723,53075.0,301191,137878,27526,263435.452,558,434429
GCF_001888495.1,50,3348097,66961.9,300245,177144,139945,325216.432,203,570282
GCF_001675425.1,33,3303678,100111.5,299620,160550,83502,317132.818,1538,691392
GCF_001888775.1,29,3340687,115196.1,293151,208807,85204,450443.178,255,823949
GCF_020522885.1,38,3335484,87775.9,286078,111863,64849,259386.991,212,510188
GCF_002370925.1,44,3195477,72624.5,281149,146330,49196,362496.339,503,753329
GCF_001540925.1,27,3298660,122172.6,276804,153991,126549,340642.020,539,634502
GCF_002994725.1,27,3221350,119309.3,276444,142228,78477,284864.319,312,528329
GCF_009889975.1,39,3396680,87094.4,274863,158496,150990,333357.688,539,669241
GCF_001639625.1,32,3087260,96476.9,274446,187921,90878,265080.552,235,445323
GCF_001639595.1,40,3259263,81481.6,271383,130594,65868,229435.053,207,336917
GCF_000966475.1,52,3353072,64482.2,256293,164231,51261,253936.218,964,412918
GCF_001597605.1,121,3615168,29877.4,256152,144467,37828,277139.967,218,619212
GCF_009890025.1,48,3394386,70716.4,255935,158222,148999,312751.546,531,653063
GCF_009890045.1,39,3396212,87082.4,255935,158222,148999,317168.798,539,669649
GCF_003053035.1,50,3300490,66009.8,253414,118298,49956,232966.812,255,469760
GCF_003061785.1,42,3301350,78603.6,253414,157061,67047,383154.639,255,836373
GCF_003053165.1,36,3231607,89766.9,253112,150933,78689,260032.880,238,465905
GCF_017581005.1,35,3266696,93334.2,252487,91070,64558,223019.590,441,403261
GCF_014324175.1,53,3277346,61836.7,250892,113011,62770,238860.766,295,425563
GCF_001633605.1,39,3188814,81764.5,250315,147897,59928,259380.180,229,544988
GCF_001633435.1,56,3128523,55866.5,246355,141729,32027,341191.833,207,775730
GCF_003692725.1,47,3265595,69480.7,245973,177343,80640,259152.176,202,528446
GCF_009864015.1,6,3327263,554543.8,3222977,3222977,3222977,3123144.109,1331,3222977
GCF_002750675.1,25,3214485,128579.4,242276,152844,74819,292901.694,2809,691110
GCF_015549145.1,34,3203703,94226.6,272599,87653,48472,226074.570,1502,406913
GCF_012070635.1,56,3181792,56817.7,239387,92343,51756,195006.453,283,341766
GCF_011421665.1,72,3290978,45708.0,239066,112163,46145,228334.366,212,435085
GCF_009889775.1,27,3309196,122562.8,238162,173279,88862,282280.008,590,476281
GCF_001651845.1,48,3309714,68952.4,238085,163722,77563,248122.590,227,450493
GCF_001639565.1,42,3310196,78814.2,238084,173158,77563,280238.338,235,478988
GCF_000830535.1,47,3371458,71733.1,236899,124904,53652,236915.509,216,438717
GCF_001888665.1,57,3242014,56877.4,236103,143997,60066,279443.165,228,629688
GCF_001596195.1,121,3603563,29781.5,235913,144467,50176,252549.615,209,619211
GCF_015561225.1,51,3363397,65949.0,278363,200439,46937,284206.647,1012,469386
GCF_003053045.1,38,3204801,84336.9,233220,142065,58197,272571.667,266,641859
GCF_012272935.1,65,3315179,51002.8,231289,97477,52440,245119.179,309,553725
GCF_014878225.1,58,3315630,57166.0,231289,102589,53920,265382.476,306,553748
GCF_002631775.1,71,3254764,45841.7,229667,104013,38958,252386.684,401,528679
GCF_001633415.1,49,3346534,68296.6,226018,95475,57087,266851.869,228,544234
GCF_001888485.1,39,3205257,82186.1,225811,161949,48014,214299.462,226,337691
GCF_001633325.1,70,3386056,48372.2,225217,111151,51192,278818.289,207,657353
GCF_001633335.1,62,3348559,54009.0,225214,113890,53327,285103.939,207,657353
GCF_009890095.1,40,3054421,76360.5,222153,89709,54659,212848.443,524,373727
GCF_009890055.1,46,3393735,73776.8,221885,134105,41530,207935.643,539,464713
GCF_019311725.1,37,3297165,89112.6,219597,82631,59352,214054.199,503,418856
GCF_004403045.1,45,3302309,73384.6,219594,82631,59208,208849.909,513,418863
GCF_004404125.1,49,3306773,67485.2,219594,82772,59352,209951.161,502,418857
GCF_001888725.1,57,3223022,56544.2,216764,137927,50286,243312.231,231,495216
GCF_001633245.1,37,3452791,93318.7,216237,141323,92924,261073.740,499,461265
GCF_002737995.1,73,3215965,44054.3,215473,101129,50622,220727.527,204,442266
GCF_001633405.1,59,3412849,57844.9,214715,97595,50108,283465.960,241,531540
GCF_015558185.1,65,3414958,52537.8,213537,118827,46139,244056.399,1034,462424
GCF_000731855.1,33,3324076,100729.6,207479,120003,50211,258628.854,354,489345
GCF_003344825.1,55,3314628,60266.0,206039,105846,53478,252453.453,215,511824
GCF_001981645.1,33,3167002,95969.8,205239,90841,45716,226929.450,3246,458908
GCF_001888525.1,37,3393963,91728.7,204984,136810,70544,303021.601,245,687397
GCF_001639545.1,109,3430618,31473.6,201469,71531,20404,204350.741,208,418327
GCF_001643065.1,61,3297828,54062.8,194836,102984,59181,276132.110,215,627647
GCF_014132175.1,163,3552076,21791.9,194498,82874,47655,206936.248,100,485200
GCF_017580935.1,37,3276905,88565.0,194449,147958,67387,269882.119,327,547239
GCF_001639645.1,73,3339139,45741.6,193824,77564,46033,192170.708,227,402615
GCF_002249825.1,66,3368579,51039.1,193387,113367,30370,266266.413,604,575210
GCF_001633665.1,78,3469171,44476.6,187092,119707,44678,237900.788,227,458011
GCF_011170185.1,45,3229083,71757.4,186297,105130,54977,213080.562,219,388672
GCF_017963535.1,90,3367067,37411.9,184783,128537,94855,282869.826,303,632807
GCF_020844675.1,140,3335246,23823.2,183879,76352,31677,272614.218,202,736591
GCF_001633675.1,65,3291148,50633.0,182322,84016,50240,211856.465,250,452055
GCF_001888335.1,63,3274302,51973.0,181778,74873,37105,210224.113,208,507100
GCF_001888355.1,46,3262755,70929.5,181776,74874,45034,211033.291,217,523877
GCF_009889925.1,45,3381459,75143.5,179252,126044,46191,204650.008,522,464361
GCF_009889965.1,44,3393827,77132.4,179252,126044,46191,205405.378,511,464361
GCF_009889735.1,43,3380488,78616.0,179231,134057,43065,201096.077,534,438986
GCF_002370985.1,46,3392372,73747.2,177777,99210,43086,201685.867,539,464114
GCF_009889895.1,45,3378932,75087.4,177777,126044,46191,202565.137,524,464361
GCF_009889935.1,44,3378819,76791.3,177777,126044,46191,205832.868,521,464115
GCF_009889825.1,50,3380582,67611.6,177756,126044,46149,202444.872,524,464469
GCF_009889885.1,49,3378607,68951.2,177279,98712,43086,201031.095,621,464097
GCF_001888255.1,74,3301864,44619.8,177124,89912,37449,153888.137,213,281760
GCF_001633545.1,89,3372514,37893.4,175047,75405,30716,169451.941,207,387338
GCF_003023825.1,31,3201523,103274.9,174093,137462,80666,213271.099,331,371421
GCF_002234395.1,36,3301926,91720.2,219896,121921,72785,229538.807,240,418516
GCF_003061765.1,40,3206260,80156.5,173687,113061,57179,229810.655,255,553184
GCF_001633355.1,57,3303243,57951.6,173445,78078,46033,182723.606,249,402614
GCF_001888735.1,67,3302055,49284.4,173004,91559,44501,165616.260,213,273566
GCF_001888585.1,59,3105750,52639.8,166436,68744,31045,175172.793,220,318101
GCF_001888575.1,57,3104243,54460.4,165909,71204,27303,162527.429,270,306258
GCF_001888675.1,65,3105446,47776.1,165906,74543,27314,170612.621,269,318090
GCF_004025165.1,78,3306744,42394.2,163784,74133,28656,164828.593,314,361532
GCF_001639445.1,72,3196955,44402.2,163709,90516,41448,190015.944,201,397587
GCF_009889835.1,47,3379380,71901.7,163530,99210,43086,199717.972,539,464361
GCF_009889865.1,44,3393556,77126.3,163530,100549,43086,202008.763,539,464245
GCF_002165715.1,68,3311558,48699.4,161526,88287,38287,153232.044,621,291140
GCF_001888325.1,60,3264314,54405.2,160694,73877,37145,207818.484,207,507114
GCF_001981875.1,55,3326959,60490.2,160430,77362,33376,133263.004,2179,223552
GCF_008868495.1,62,3233269,52149.5,157051,99462,54435,250409.036,216,625966
GCF_004122965.1,72,3376145,46890.9,156641,102861,42390,240970.499,423,620004
GCF_017580975.1,59,3457932,58609.0,155998,109397,46677,203560.129,328,442871
GCF_001888425.1,57,3309319,58058.2,155738,75777,43980,207312.600,201,523877
GCF_002738055.1,68,3216429,47300.4,155724,81217,51184,216197.155,204,442257
GCF_002920935.1,83,3292376,39667.2,155005,75304,22589,165982.528,511,321800
GCF_001888595.1,61,3104906,50900.1,154912,74643,27838,165114.063,211,306256
GCF_020844665.1,133,3277221,24640.8,154755,76536,21145,187691.403,215,460542
GCF_008016415.1,70,3311088,47301.3,153863,105439,42626,186519.264,1191,365046
GCF_002737935.1,77,3216017,41766.5,152006,93650,35192,192680.142,240,444862
GCF_020552525.1,62,3223846,51997.5,151473,87970,36468,165341.210,239,368956
GCF_019390115.1,50,3253134,65062.7,149862,91166,43088,158499.154,1036,333135
GCF_019390145.1,48,3253603,67783.4,149862,91166,43088,159399.027,1036,333138
GCF_001267905.1,45,3216480,71477.3,149697,94023,54556,174491.008,1405,332974
GCF_020552635.1,63,3225133,51192.6,148732,73214,37703,176657.603,204,410204
GCF_020552595.1,54,3222143,59669.3,148712,82048,48748,140855.332,215,266684
GCF_020552585.1,69,3221856,46693.6,148692,75745,34728,125582.367,222,224059
GCF_020552625.1,72,3224142,44779.8,148605,67322,34764,130059.543,202,224000
GCF_001982305.1,61,3371904,55277.1,147665,70920,45201,142300.251,2064,265884
GCF_001888465.1,77,3341931,43401.7,147542,65825,27125,212640.724,209,493814
GCF_020483345.1,54,3229730,59809.8,144338,65261,28529,167179.594,835,362959
GCF_001704595.1,50,3391816,67836.3,150766,121748,44374,170418.793,535,298863
GCF_900080205.1,41,3287673,80187.1,143848,76228,41336,191511.370,723,427141
GCF_003344845.1,53,3259936,61508.2,143716,109151,42681,153818.789,219,296208
GCF_013307305.1,74,3346392,45221.5,144356,86455,37142,176985.577,508,381502
GCF_015559875.1,50,3305832,66116.6,153750,82042,46049,173899.363,1000,319515
GCF_900095055.1,112,3274053,29232.6,141835,59261,28948,140553.218,106,272456
GCF_004368485.1,70,3262273,46603.9,141620,69243,44533,164507.588,510,354158
GCF_001981565.1,41,3161804,77117.2,141171,77079,35078,213302.212,2559,449708
GCF_004123095.1,75,3326542,44353.9,139714,81934,45721,169296.092,319,438667
GCF_001888565.1,70,3312306,47318.7,138856,64611,31460,190058.721,206,549611
GCF_020916405.1,91,3347503,36785.7,141731,87485,17363,191262.335,532,465947
GCF_002165725.1,58,3168693,54632.6,136134,49288,22531,161079.468,1354,372548
GCF_001888505.1,101,3335554,33025.3,135980,50134,26183,157926.387,205,473883
GCF_004118615.1,87,3392770,38997.4,135926,82971,50166,136554.659,250,233951
GCF_003347445.1,119,3440138,28908.7,135572,59777,18720,146774.122,244,301174
GCF_003990985.1,67,3382876,50490.7,135312,82912,48892,135528.419,250,235089
GCF_902825385.1,57,3268154,57336.0,134451,77336,37425,139884.619,519,300706
GCF_001619295.1,76,3332807,43852.7,133604,54532,38296,184989.980,307,440067
GCF_003346175.1,31,3119161,100618.1,222500,126561,59813,250900.246,603,498032
GCF_001888265.1,92,3492240,37959.1,131645,78690,24759,138302.591,225,326350
GCF_002532115.1,58,3343256,57642.3,129563,62524,36817,135510.002,535,306783
GCF_001633565.1,78,3248009,41641.1,128956,88496,39315,148147.113,204,377779
GCF_003470765.1,74,3287535,44426.1,135404,72718,31647,158665.768,642,306805
GCF_020552095.1,69,3244863,47027.0,128068,75174,35282,123562.091,232,219118
GCF_020844685.1,156,3224017,20666.8,127376,66457,29823,152265.028,220,386711
GCF_003061725.1,71,3215836,45293.5,126971,67474,35570,184140.705,203,501599
GCF_009807195.1,101,3392439,33588.5,126039,60698,23124,128362.676,525,311494
GCF_009807205.1,96,3332603,34714.6,126039,59779,23716,120365.409,526,247554
GCF_001633575.1,110,3352125,30473.9,125805,52556,27178,130830.652,201,239104
GCF_000743895.1,83,3194687,38490.2,124908,72013,27429,139361.126,228,283038
GCF_001633285.1,83,3194687,38490.2,124908,72013,27429,139361.126,228,283038
GCF_001888245.1,77,3313161,43028.1,124636,59319,24817,140750.612,221,363857
GCF_017963525.1,129,3401801,26370.6,123902,72849,22007,231084.303,309,575966
GCF_900078525.1,66,3285094,49774.2,122578,63238,33366,163030.405,524,425807
GCF_009807215.1,104,3391542,32611.0,121303,57251,23124,118489.141,526,247554
GCF_004000705.1,82,3305456,40310.4,120850,58285,18758,127227.426,1008,257927
GCF_015694325.1,139,3511265,25260.9,118894,41032,19555,135193.490,313,329684
GCF_901830435.1,158,3552900,22486.7,118686,61143,29709,129492.536,201,307802
GCF_020552065.1,81,3244934,40060.9,117382,62295,29666,139488.000,201,348028
GCF_017592585.1,84,2942628,35031.3,117011,52332,25306,114190.307,248,222711
GCF_001273585.1,101,3204772,31730.4,116595,58084,21109,107695.928,515,216279
GCF_018993285.1,166,3378788,20354.1,114082,49753,13236,132971.897,301,354769
GCF_001619265.1,57,3183959,55858.9,113845,51038,33507,120389.117,301,270685
GCF_001888345.1,51,3236468,63460.2,113065,66751,41385,180954.715,243,435834
GCF_018403705.1,65,3184009,48984.8,111273,54561,26360,113192.488,211,290760
GCF_001982125.1,71,3473738,48925.9,110393,59417,36357,144168.976,2132,435088
GCF_003347455.1,89,3261598,36647.2,110250,54388,36350,146885.045,216,320044
GCF_002737825.1,80,3218086,40226.1,110139,74732,51205,164756.765,202,442878
GCF_017581065.1,69,3343037,48449.8,109565,70954,34940,112922.328,485,227878
GCF_020552215.1,83,3245316,39100.2,108118,70281,27829,121498.445,201,276847
GCF_020552435.1,79,3244275,41066.8,108118,59375,29666,128142.031,205,347921
GCF_001888645.1,99,3127674,31592.7,106760,43408,18908,124701.275,207,306238
GCF_900695425.1,118,3301947,27982.6,105541,51231,19302,100905.318,504,207540
GCF_900700275.1,120,3300732,27506.1,105541,51231,19302,100863.205,506,207540
GCF_020552325.1,73,3243829,44436.0,105220,59377,29666,121880.286,222,277002
GCF_900289155.1,136,3290117,24192.0,103668,46341,13510,98594.148,510,207540
GCF_001982405.1,61,3232485,52991.6,103239,47598,23178,122261.560,2186,310948
GCF_002532125.1,98,3272939,33397.3,102066,59714,30454,110801.034,547,218313
GCF_008016845.1,116,3180629,27419.2,101756,44391,19496,166795.367,205,519048
GCF_008016855.1,136,3210717,23608.2,101756,43577,18535,137836.147,205,351360
GCF_011040375.1,97,3333756,34368.6,100495,48182,20137,120431.797,532,308094
GCF_018991195.1,137,3379107,24665.0,100078,50027,20718,119829.690,301,313915
GCF_002165655.1,92,3165258,34405.0,99901,47161,17631,102786.107,842,213451
GCF_001982345.1,52,3102671,59666.8,99851,67708,36432,114322.029,2073,238614
GCF_009295775.1,48,3222993,67145.7,178334,108964,48099,216048.061,1046,537183
GCF_001888405.1,65,3236503,49792.4,99198,64880,32657,150915.599,240,373743
GCF_013808505.1,96,3186849,33196.3,99160,56794,26450,130851.238,341,310838
GCF_013808525.1,95,3187067,33548.1,99160,56706,26450,131120.341,341,310838
GCF_019390095.1,65,3250700,50010.8,98287,54878,26295,123207.080,1036,307873
GCF_001619275.1,85,3276442,38546.4,97859,45095,23395,139564.747,354,372856
GCF_008016925.1,128,3190272,24924.0,97087,43148,21463,123222.454,205,259406
GCF_019599425.1,81,3144138,38816.5,152825,90840,53444,195732.513,200,451175
GCF_001633495.1,90,3169055,35211.7,96324,55085,28078,106488.293,207,224524
GCF_001639485.1,96,3243027,33781.5,96205,52867,32022,98377.728,205,187842
GCF_001982335.1,66,3324231,50367.1,93509,46871,26729,95841.498,2523,193072
GCF_020552405.1,84,3244540,38625.5,93189,50650,25336,112905.372,213,233526
GCF_001368775.1,67,3224773,48130.9,92828,44314,28721,117209.213,532,312995
GCF_004123035.1,93,3167850,34062.9,96605,55750,22999,118690.289,352,251684
GCF_001982005.1,60,3323296,55388.3,91420,72172,27415,126058.176,2135,291698
GCF_003346105.1,124,3200466,25810.2,91377,40759,13383,181673.904,514,621415
GCF_001982285.1,78,3328057,42667.4,91342,45682,20365,112120.673,2397,357471
GCF_020552425.1,88,3247202,36900.0,91035,54572,27869,114656.251,208,276847
GCF_018991855.1,185,3360349,18164.0,90946,49757,13887,102358.410,301,243993
GCF_001981665.1,56,3102602,55403.6,89979,53944,33080,120060.130,2385,337922
GCF_002750575.1,72,3256720,45232.2,89957,42145,26345,108864.135,2195,338008
GCF_020552235.1,86,3244728,37729.4,89327,50202,25782,105733.172,205,214743
GCF_020552445.1,87,3243885,37286.0,89202,50202,25285,102363.547,222,223116
GCF_020552075.1,91,3244986,35659.2,89110,55764,25782,122770.680,201,347921
GCF_020552285.1,93,3245931,34902.5,88661,55709,25782,105816.418,209,276847
GCF_001982115.1,76,3389214,44594.9,87815,40348,21307,109184.623,3326,319277
GCF_003709415.1,77,3372750,43801.9,87801,50453,24967,108137.588,271,269666
GCF_001981655.1,58,3098404,53420.8,87697,50344,30101,116468.485,2532,338029
GCF_013808535.1,90,3155124,35056.9,87222,55759,32366,144801.985,364,380193
GCF_004300945.1,105,3078220,29316.4,92492,54418,23039,111364.267,205,251596
GCF_018138285.1,133,3098319,23295.6,103310,55576,26174,123249.504,200,242282
GCF_004300935.1,107,3077943,28765.8,99663,54338,26147,110169.979,201,251509
GCF_004301205.1,108,3078034,28500.3,92570,52406,20315,99924.290,200,229102
GCF_004301035.1,105,3078857,29322.4,93882,53432,23039,109090.538,204,251610
GCF_002750695.1,69,3207315,46482.8,84892,53590,31206,107638.854,2061,265708
GCF_004300925.1,106,3079957,29056.2,92492,55439,26102,111888.124,211,251470
GCF_019038995.1,153,3311398,21643.1,84332,45102,15496,87508.761,300,197269
GCF_001981985.1,90,3084697,34274.4,84199,36323,16193,97915.946,2429,251128
GCF_017963505.1,135,3310373,24521.3,84044,42372,22529,117603.447,308,312763
GCF_001981865.1,82,3142225,38319.8,83995,42488,21752,101797.537,2220,338220
GCF_001754005.1,102,3080303,30199.0,80270,38219,24285,125058.147,207,405771
GCF_005864275.1,100,3254561,32545.6,79844,40281,18974,89782.230,258,180847
GCF_002749875.1,74,3325323,44936.8,79757,50263,22533,96810.887,2175,284596
GCF_003346085.1,97,3133676,32305.9,79480,33424,14736,240339.812,507,782573
GCF_017580955.1,132,3513541,26617.7,78600,52671,16564,120116.094,320,358809
GCF_001633805.1,87,2997695,34456.3,78148,45890,24187,98045.005,205,276747
GCF_001981785.1,72,3321081,46126.1,77285,44333,25501,109756.017,2187,221829
GCF_015556355.1,109,3300251,30277.5,78786,37206,16871,98026.694,1020,223959
GCF_001982265.1,94,3320885,35328.6,77203,37137,19360,71734.671,2020,138374
GCF_001981585.1,94,3185059,33883.6,74847,36527,16206,83134.786,2079,176490
GCF_004300965.1,107,3079297,28778.5,99663,53423,23039,109412.859,208,251488
GCF_003046075.1,87,3323426,38200.3,74002,39130,22314,81605.108,1103,262335
GCF_004300955.1,109,3079942,28256.3,99663,53456,23039,109409.602,200,251530
GCF_001982385.1,71,3282331,46230.0,73825,40394,22655,106738.034,2262,265186
GCF_019311695.1,140,3362241,24016.0,73616,44345,14818,98008.582,206,267843
GCF_001633685.1,154,3267429,21217.1,73483,51396,13069,96192.639,202,256513
GCF_020552185.1,149,3437511,23070.5,72797,45263,19500,80043.046,202,223065
GCF_015547405.1,114,3249628,28505.5,71635,35130,15565,75724.203,1031,206794
GCF_018395655.2,122,3392093,27804.0,78561,44311,22940,131080.540,503,304302
GCF_001639425.1,100,3034081,30340.8,70844,44064,24187,93855.603,201,276747
GCF_020552045.1,159,3453279,21718.7,70372,36324,14066,76108.194,202,189235
GCF_002407395.1,84,3182431,37886.1,70200,40454,18672,103862.775,1341,335520
GCF_018257155.1,128,3590141,28048.0,69009,34275,18144,89067.224,542,283940
GCF_001639525.1,142,3131331,22051.6,68439,37809,13452,105814.209,202,282083
GCF_001639505.1,145,3156658,21770.1,68107,37269,13134,104671.198,202,282658
GCF_001981595.1,101,3218363,31865.0,68020,35001,16123,76185.069,2404,178634
GCF_001982035.1,85,3312622,38972.0,70452,36265,19377,85166.297,2494,261022
GCF_001662895.1,101,3263056,32307.5,66956,34042,19820,79066.389,676,216742
GCF_001888415.1,92,3235520,35168.7,66751,39123,17458,84881.996,221,235270
GCF_003346075.1,188,3108986,16537.2,66128,28388,10366,70755.170,208,198567
GCF_004301025.1,128,3111830,24311.2,86889,42344,20331,106307.273,200,251562
GCF_006494465.1,110,3087779,28070.7,65516,33230,12466,83917.461,1002,206465
GCF_001633485.1,124,3150861,25410.2,65398,36937,19217,89762.909,208,312885
GCF_001469145.1,115,3262015,28365.3,69766,33145,20419,90400.873,202,275896
GCF_018138175.1,121,3127952,25850.8,86916,53495,20403,111852.955,200,251815
GCF_004301075.1,157,3122962,19891.5,85200,44397,20331,96902.718,200,251562
GCF_001660645.1,166,3278495,19750.0,63959,23713,10910,90666.121,579,260476
GCF_001649985.1,134,2995133,22351.7,63829,31740,16565,70112.139,210,200944
GCF_001982325.1,100,3320930,33209.3,63852,30991,15435,61638.572,2503,131988
GCF_003258615.1,138,3306513,23960.2,65121,34339,14122,70355.225,1012,201791
GCF_009935675.1,138,3306513,23960.2,65121,34339,14122,70355.225,1012,201791
GCF_001981575.1,101,3296944,32643.0,61723,35578,15123,77117.850,2031,216101
GCF_001982165.1,126,3534174,28049.0,60478,25434,12275,66147.407,2031,171063
GCF_000956195.1,178,3237330,18187.2,59762,28998,9668,78772.665,305,200934
GCF_017580925.1,148,3175733,21457.7,59472,24011,11545,64805.460,313,226660
GCF_018138165.1,113,3126847,27671.2,96480,53495,23111,121699.836,200,251687
